,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
3252,청년밥상문간제주점,일반음식점,식육(숯불구이),제주특별자치도 제주시 이도이동 398-17,제주특별자치도 제주시 승천로 7 (이도이동),33.4971008,126.5386601
3253,미스터짱닭시청점,일반음식점,통닭(치킨),제주특별자치도 제주시 이도이동 1186-33번지,제주특별자치도 제주시 서광로32길 37-5 (이도이동),33.4978854,126.5299125
3254,국수나무집,일반음식점,한식,제주특별자치도 제주시 연동 271-16번지 (성두4로69),"제주특별자치도 제주시 신대로10길 43 (연동,(성두4로69))",33.4908178,126.4919540
3255,종로3가감자탕,일반음식점,한식,제주특별자치도 제주시 연동 251-24 (제원2로56),"제주특별자치도 제주시 신광로4길 34 (연동,(제원2로56))",33.4891088,126.4864370
3256,지구상회,일반음식점,호프/통닭,제주특별자치도 제주시 애월읍 구엄리 606,"제주특별자치도 제주시 애월읍 애월해안로 715, 2층 제2호",33.4840228,126.3773102
3257,양육점,일반음식점,기타,제주특별자치도 제주시 일도이동 414-3번지,"제주특별자치도 제주시 가령골길 23-1, 1층 (일도이동)",33.5042224,126.5411350
3258,세광양대창제주연동점,일반음식점,식육(숯불구이),제주특별자치도 제주시 연동 283-46,"제주특별자치도 제주시 신대로16길 39, 1층 (연동)",33.4866871,126.4923014
3259,돈앤삼겹삼도점,일반음식점,식육(숯불구이),제주특별자치도 제주시 삼도일동 701-8,"제주특별자치도 제주시 전농로 35, 1층 (삼도일동)",33.5045868,126.5169392
3260,모심청국장,일반음식점,한식,제주특별자치도 제주시 연동 291-124번지,제주특별자치도 제주시 신대로10길 17 (연동),33.4906264,126.4949235
3261,태선갈비일도점,일반음식점,한식,제주특별자치도 제주시 일도이동 62-1,"제주특별자치도 제주시 연삼로 545-1, 1층 제2호 (일도이동)",33.5027375,126.5469847
3262,도르멍,일반음식점,한식,제주특별자치도 제주시 조천읍 선흘리 1269-1,"제주특별자치도 제주시 조천읍 중산간동로 1305, 1층",33.5099056,126.7067539
3263,7번가피자제주삼화점,일반음식점,패스트푸드,제주특별자치도 제주시 삼양이동 2181-36번지,제주특별자치도 제주시 일주동로 394 (삼양이동),33.5211087,126.5871163
3264,천안삼거리,일반음식점,한식,제주특별자치도 제주시 조천읍 교래리 39-3,"제주특별자치도 제주시 조천읍 비자림로 1065, 1층 제3호",33.4345495,126.7186785
3265,우리뼈감자탕,일반음식점,한식,제주특별자치도 제주시 삼도일동 517번지,"제주특별자치도 제주시 평전2길 23, 1층 (삼도일동)",33.5007675,126.5166853
3266,연안식당,일반음식점,한식,제주특별자치도 제주시 연동 411-19번지,"제주특별자치도 제주시 신대로 169, 1층 (연동)",33.4819963,126.4966272
3267,일기일회,일반음식점,통닭(치킨),제주특별자치도 제주시 이도이동 1766-6,"제주특별자치도 제주시 광양10길 15, 2층 (이도이동)",33.4986226,126.5285962
3268,좋은하루,일반음식점,한식,제주특별자치도 제주시 이도이동 1952-3번지,"제주특별자치도 제주시 신설로9길 35, 지1층 (이도이동)",33.4951491,126.5469908
3269,경민이네막창,일반음식점,분식,제주특별자치도 제주시 삼양이동 2137-2,"제주특별자치도 제주시 일주동로 379, 1층 (삼양이동)",33.5213385,126.5856493
3270,라비에,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 이도이동 1768-33,"제주특별자치도 제주시 신성로13길 17, 2,3층 (이도이동)",33.4986887,126.5297820
3271,탐앤탐스칠성로점,일반음식점,기타,제주특별자치도 제주시 일도일동 1299-8번지 외1필지 2층,"제주특별자치도 제주시 중앙로7길 9, 2층 (일도일동)",33.5150147,126.5257003
3272,촌장터,일반음식점,한식,제주특별자치도 제주시 이도이동 1181-8번지 (시청남2로16),"제주특별자치도 제주시 광양13길 10-2 (이도이동,(시청남2로16))",33.4989252,126.5315254
3273,쯔루네,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕리 1458,"제주특별자치도 제주시 구좌읍 김녕로1길 90, 제2호",33.5573101,126.7524499
3274,작은사진관,일반음식점,까페,제주특별자치도 제주시 이도일동 1650-4번지 장원월드컵아파트 생활편익시설 104호,"제주특별자치도 제주시 서광로29길 21, 104호 (이도일동, 장원월드컵아파트 생활편익시설)",33.5022374,126.5262127
3275,돌고래식당,일반음식점,기타,제주특별자치도 제주시 한림읍 한림리 1328-15 한림항 선원복지회관,"제주특별자치도 제주시 한림읍 한림해안로 139, 한림항 선원복지회관 1층",33.4154487,126.2611527
3276,협재문어떡볶이홍대부부,일반음식점,기타,제주특별자치도 제주시 한림읍 협재리 1750,"제주특별자치도 제주시 한림읍 협재4길 9, 1층",33.3937080,126.2415341
3277,종이시계,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀2리 2724-9,"제주특별자치도 제주시 애월읍 애월해안로 899, 2~3층",33.4853376,126.3917858
3278,아라평화,일반음식점,중국식,제주특별자치도 제주시 아라일동 2340-1,"제주특별자치도 제주시 중앙로 486, 1층 (아라일동)",33.4798230,126.5433920
3279,재혁이네국수,일반음식점,한식,제주특별자치도 제주시 이도이동 2034-5번지,"제주특별자치도 제주시 구남로 24, 1층 (이도이동)",33.4894213,126.5330473
3280,뚱아저씨화덕피자3호점,일반음식점,기타,제주특별자치도 제주시 삼양일동 1542-23번지,"제주특별자치도 제주시 서흘4길 17, 1층 (삼양일동)",33.5296348,126.5909808
3281,맘스터치함덕점,일반음식점,통닭(치킨),제주특별자치도 제주시 조천읍 함덕리 960-38,"제주특별자치도 제주시 조천읍 함덕로 38, 1층",33.5422621,126.6713169
3282,재즈포니아,일반음식점,호프/통닭,제주특별자치도 제주시 이도이동 1766-14,"제주특별자치도 제주시 서광로32길 26-4, 1층 (이도이동)",33.4983717,126.5288466
3283,보리수,일반음식점,호프/통닭,제주특별자치도 제주시 노형동 1275-9번지 101호,"제주특별자치도 제주시 다랑곶길 29, 1층 101호 (노형동, 대성연립주택)",33.4887369,126.4806682
3284,데이지,일반음식점,경양식,제주특별자치도 제주시 삼도일동 535-10번지 외1필지,"제주특별자치도 제주시 서사로 129, 1층 (삼도일동)",33.5008274,126.5202293
3285,와이,일반음식점,까페,제주특별자치도 제주시 연동 1486-1,"제주특별자치도 제주시 과원북4길 91, B101호 (연동)",33.4811226,126.4913008
3286,현우식당,일반음식점,한식,제주특별자치도 제주시 조천읍 북촌리 1570-3,제주특별자치도 제주시 조천읍 북촌1길 9,33.5452419,126.6854870
3287,김은정도시락,일반음식점,한식,제주특별자치도 제주시 삼도일동 710-8,"제주특별자치도 제주시 남성로 117, 1층 (삼도일동)",33.5090122,126.5178915
3288,비어준,일반음식점,통닭(치킨),제주특별자치도 제주시 이도이동 416번지,제주특별자치도 제주시 연삼로 504 (이도이동),33.5001938,126.5433572
3289,와이비,일반음식점,한식,제주특별자치도 제주시 일도이동 112-8번지,제주특별자치도 제주시 남광로 143 (일도이동),33.4993198,126.5491192
3290,봉구스밥버거제주대점,일반음식점,경양식,제주특별자치도 제주시 아라이동 35-14번지,제주특별자치도 제주시 제주대학로7길 6 (아라이동),33.4606648,126.5614325
3291,본죽일도점,일반음식점,한식,제주특별자치도 제주시 일도이동 409-6번지,제주특별자치도 제주시 고마로 101 (일도이동),33.5053814,126.5414153
3292,그냥호프,일반음식점,호프/통닭,제주특별자치도 제주시 용담삼동 588-10번지,제주특별자치도 제주시 용담로 29-1 (용담삼동),33.5132217,126.5061668
3293,명천,일반음식점,한식,제주특별자치도 제주시 구좌읍 평대리 150-1번지,제주특별자치도 제주시 구좌읍 구좌로 10,33.5234263,126.8526150
3294,통큰이층,일반음식점,한식,제주특별자치도 제주시 아라일동 368-63번지,제주특별자치도 제주시 산천단동2길 24 (아라일동),33.4501533,126.5583489
3295,광동도남오거리,일반음식점,식육(숯불구이),제주특별자치도 제주시 화북일동 11-3,제주특별자치도 제주시 동화로 3 (화북일동),33.5197972,126.5730420
3296,태희곽지,일반음식점,까페,제주특별자치도 제주시 애월읍 곽지리 1575-3번지,제주특별자치도 제주시 애월읍 곽지3길 27,33.4494414,126.3044213
3297,제홀스,일반음식점,경양식,제주특별자치도 제주시 노형동 1055-9 (2층),제주특별자치도 제주시 월랑로 29 (노형동),33.4881943,126.4764504
3298,통시돈,일반음식점,식육(숯불구이),제주특별자치도 제주시 일도이동 1030-2 (1층),제주특별자치도 제주시 신산로 26 (일도이동),33.5109208,126.5317797
3299,동복뚝배기,일반음식점,한식,제주특별자치도 제주시 구좌읍 동복리 1685-11,"제주특별자치도 제주시 구좌읍 동복로 30-2, 1층",33.5531758,126.7093238
3300,자매정식,일반음식점,한식,제주특별자치도 제주시 삼도일동 556-7번지,"제주특별자치도 제주시 서사로19길 21, 1층 (삼도일동)",33.5012555,126.5220996
3301,집밥박선생,일반음식점,까페,제주특별자치도 제주시 일도일동 1084-6,"제주특별자치도 제주시 동문로9길 2, 1층 (일도일동)",33.5131736,126.5302051
3302,자리왓,일반음식점,한식,제주특별자치도 제주시 외도일동 485-4 (조공포길36),"제주특별자치도 제주시 조공포길 30 (외도일동,(조공포길36))",33.4896479,126.4341201
3303,호식이두마리치킨용담로터리점,일반음식점,통닭(치킨),제주특별자치도 제주시 용담이동 624-12,제주특별자치도 제주시 용문로 165 (용담이동),33.5093740,126.5110935
3304,아미,일반음식점,까페,제주특별자치도 제주시 연동 291-71,"제주특별자치도 제주시 신대로10길 24, 1층 (연동)",33.4909596,126.4942301
3305,간이역오라점,일반음식점,호프/통닭,제주특별자치도 제주시 오라일동 2449-6,제주특별자치도 제주시 서사로 168 (오라일동),33.4973308,126.5195256
3306,그린필드레스토랑,일반음식점,경양식,제주특별자치도 제주시 조천읍 와흘리 2927-4 제피로스골프클럽,"제주특별자치도 제주시 조천읍 번영로 1040-70, 제피로스골프클럽",33.4638766,126.6454394
3307,스시렌,일반음식점,분식,제주특별자치도 제주시 노형동 945-7,"제주특별자치도 제주시 원노형10길 36, 1층 (노형동)",33.4828986,126.4861493
3308,삼화스크린구내,일반음식점,기타,제주특별자치도 제주시 화북이동 826-1,"제주특별자치도 제주시 청풍남8길 73, 1층 (화북이동)",33.5131805,126.5724692
3309,7번가피자신제주점,일반음식점,기타,제주특별자치도 제주시 노형동 2615-3번지,"제주특별자치도 제주시 수덕로 31, 1층 (노형동)",33.4867559,126.4735395
3310,사계진미숯불닭갈비삼화점,일반음식점,식육(숯불구이),제주특별자치도 제주시 도련일동 1937-5,"제주특별자치도 제주시 건주로 33, 2층 (도련일동)",33.5164279,126.5809895
3311,성지원,일반음식점,한식,제주특별자치도 제주시 애월읍 광령2리 2698 외 7필지,제주특별자치도 제주시 애월읍 광령평화2길 1,33.4427911,126.4323827
3312,대학로,일반음식점,한식,제주특별자치도 제주시 이도일동 1289-5번지,제주특별자치도 제주시 동광로1길 32 (이도일동),33.5033674,126.5278977
3313,제주객주리조림,일반음식점,식육(숯불구이),제주특별자치도 제주시 도남동 910-5,제주특별자치도 제주시 도남로 32 (도남동),33.4972832,126.5258746
3314,하귀애애,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀2리 1720-4번지,"제주특별자치도 제주시 애월읍 하귀로 43-2, 1층",33.4805350,126.4021260
3315,주연이네,일반음식점,통닭(치킨),제주특별자치도 제주시 연동 283-31,"제주특별자치도 제주시 은남3길 29, 1층 (연동)",33.4871117,126.4927464
3316,이디,일반음식점,기타,제주특별자치도 제주시 구좌읍 세화리 1476-5 제1동,"제주특별자치도 제주시 구좌읍 해녀박물관길 33-2, 제1동 1층",33.5239802,126.8619293
3317,나나,일반음식점,한식,제주특별자치도 제주시 이도일동 1349-45번지 (포교로17),"제주특별자치도 제주시 관덕로 64-2 (이도일동,(포교로17))",33.5127247,126.5259996
3318,혼디레술토랑,일반음식점,호프/통닭,제주특별자치도 제주시 외도일동 534-1번지,"제주특별자치도 제주시 우령서로 57, 101호 (외도일동)",33.4874315,126.4269443
3319,민박사봉평막국수,일반음식점,한식,제주특별자치도 제주시 삼양이동 2181-18,"제주특별자치도 제주시 삼봉로 10, 1층 (삼양이동)",33.5204896,126.5874643
3320,챨리스,일반음식점,분식,제주특별자치도 제주시 아라일동 368-69,"제주특별자치도 제주시 산천단동3길 17, 1층 (아라일동)",33.4492024,126.5587890
3321,놀부네,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 905-18,"제주특별자치도 제주시 한림읍 한림남길 4, 1층",33.4116638,126.2684662
3322,달밤솔숲에바람지나가는소리,일반음식점,기타,제주특별자치도 제주시 삼도이동 303-1번지,"제주특별자치도 제주시 전농로 113, 202호 (삼도이동)",33.5046662,126.5251180
3323,밀림원,일반음식점,한식,제주특별자치도 제주시 조천읍 와흘리 367-1,"제주특별자치도 제주시 조천읍 남조로 2446, 1층",33.4820542,126.6539328
3324,루스트플레이스아라점,일반음식점,경양식,제주특별자치도 제주시 아라일동 6092-11번지,"제주특별자치도 제주시 아란7길 3-3, 201호 (아라일동)",33.4740389,126.5451357
3325,윈드스톤,일반음식점,기타,제주특별자치도 제주시 애월읍 광령리 1227-2번지,"제주특별자치도 제주시 애월읍 광성로 272, 1층",33.4604793,126.4360927
3326,비자림미담,일반음식점,한식,제주특별자치도 제주시 구좌읍 평대리 3200-4번지,"제주특별자치도 제주시 구좌읍 비자숲길 13, 8동 1층",33.4954835,126.8123127
3327,만취,일반음식점,까페,제주특별자치도 제주시 이도이동 1009번지,"제주특별자치도 제주시 신성로14길 2, 지하1층 (이도이동)",33.4970050,126.5305675
3328,깡촌흑돼지,일반음식점,식육(숯불구이),제주특별자치도 제주시 조천읍 함덕리 1001,"제주특별자치도 제주시 조천읍 함덕14길 2, 제2호",33.5412916,126.6671339
3329,상순이닭한마리,일반음식점,한식,제주특별자치도 제주시 일도이동 52-5 (1층),"제주특별자치도 제주시 연수로3길 11 (일도이동,(1층))",33.5028879,126.5440466
3330,메밀꽃차롱,일반음식점,한식,제주특별자치도 제주시 연동 368-1 (1층),"제주특별자치도 제주시 연오로 136 (연동,(1층))",33.4812247,126.5007525
3331,우리정육구이,일반음식점,식육(숯불구이),제주특별자치도 제주시 이도이동 408-9 (1층),제주특별자치도 제주시 천수로6길 1 (이도이동),33.5031210,126.5417788
3332,모녀식탁,일반음식점,호프/통닭,제주특별자치도 제주시 한림읍 한림리 1365-3,제주특별자치도 제주시 한림읍 한림로 649-1,33.4140270,126.2626057
3333,그디,일반음식점,한식,제주특별자치도 제주시 이도이동 1176-99,제주특별자치도 제주시 동광로4길 14 (이도이동),33.5005310,126.5315122
3334,청지목,일반음식점,한식,제주특별자치도 제주시 조천읍 교래리 651,제주특별자치도 제주시 조천읍 교래4길 20,33.4253064,126.6724406
3335,카펜터하우스,일반음식점,기타,제주특별자치도 제주시 한림읍 한수리 793-2번지,"제주특별자치도 제주시 한림읍 수원1길 9-1, 1층",33.4239563,126.2651256
3336,비비큐삼양해수욕장점,일반음식점,한식,제주특별자치도 제주시 삼양일동 1581-29,"제주특별자치도 제주시 선사로8길 49, 1층 (삼양일동)",33.5276631,126.5899954
3337,삼양우숙이앤인생게장,일반음식점,기타,제주특별자치도 제주시 삼양이동 2130-8번지,"제주특별자치도 제주시 설촌로2길 23, 1층 105,106,107호 (삼양이동)",33.5218803,126.5838778
3338,큰맛동태탕,일반음식점,한식,제주특별자치도 제주시 외도일동 401-4번지,제주특별자치도 제주시 수정2길 10 (외도일동),33.4924435,126.4278671
3339,청도,일반음식점,한식,제주특별자치도 제주시 용담삼동 1144 1층,"제주특별자치도 제주시 서해안로 546, 1층 (용담삼동)",33.5199194,126.4969721
3340,창영왕족발,일반음식점,분식,제주특별자치도 제주시 일도이동 86-3번지,"제주특별자치도 제주시 태성로3길 12, 1층 (일도이동)",33.4995510,126.5461115
3341,제주나무카페,일반음식점,전통찻집,제주특별자치도 제주시 조천읍 선흘리 468-12번지 (1층),제주특별자치도 제주시 조천읍 선교로 560,33.4561902,126.7103927
3342,육회공작소,일반음식점,통닭(치킨),제주특별자치도 제주시 연동 273-53 (1층),"제주특별자치도 제주시 신대로16길 47, 1층 (연동)",33.4867174,126.4913776
3343,깐숙이네밥집,일반음식점,한식,제주특별자치도 제주시 삼도일동 517-14 (1층),제주특별자치도 제주시 평전1길 16 (삼도일동),33.5006503,126.5176351
3344,고르멍드르멍,일반음식점,한식,제주특별자치도 제주시 용담삼동 969-2번지 외1필지 제1호(1층),"제주특별자치도 제주시 용마서길 30 (용담삼동,외1필지 제1호(1층))",33.5152343,126.5017287
3345,레이나,일반음식점,호프/통닭,제주특별자치도 제주시 건입동 657-7,제주특별자치도 제주시 사라봉11길 1 (건입동),33.5170717,126.5389585
3346,힘찬장어,일반음식점,한식,제주특별자치도 제주시 연동 281-13 (1층),"제주특별자치도 제주시 삼무로3길 32-1 (연동,(1층))",33.4905197,126.4924458
3347,페리카나치킨이도점,일반음식점,통닭(치킨),제주특별자치도 제주시 삼도일동 579-19,"제주특별자치도 제주시 서광로20길 3, 1층 (삼도일동)",33.4992490,126.5221199
3348,오도가든,일반음식점,식육(숯불구이),제주특별자치도 제주시 이호이동 1369-2,"제주특별자치도 제주시 오광로6길 3, 1층 (이호이동)",33.4901012,126.4576900
3349,한마음정육식당이도점,일반음식점,한식,제주특별자치도 제주시 이도이동 1986-18,제주특별자치도 제주시 연북로 593 (이도이동),33.4888272,126.5417233
3350,복집식당,일반음식점,기타,제주특별자치도 제주시 용담이동 435,"제주특별자치도 제주시 흥운길 85, 1층 (용담이동)",33.5157985,126.5138290
3351,연동피지에이구내매점,일반음식점,기타,제주특별자치도 제주시 연동 1540-4번지,"제주특별자치도 제주시 삼동길 21, 1층 (연동)",33.4785603,126.4932489
3352,맛의고수,일반음식점,기타,제주특별자치도 제주시 애월읍 애월리 2481-3,"제주특별자치도 제주시 애월읍 애월로 29, 지하1층",33.4615461,126.3118259
3353,카페뮤로,일반음식점,기타,제주특별자치도 제주시 연동 252-2번지,"제주특별자치도 제주시 제원3길 13, 1층 102호 (연동)",33.4873708,126.4878209
3354,감귤치킨제주왔수닭,일반음식점,호프/통닭,제주특별자치도 제주시 애월읍 하귀2리 2717,"제주특별자치도 제주시 애월읍 가문동남길 63, 1층",33.4842982,126.3911284
3355,스시가,일반음식점,일식,제주특별자치도 제주시 아라이동 1575-14,"제주특별자치도 제주시 중앙로 501, 3층 (아라이동)",33.4784738,126.5443200
3356,소리원저지점,일반음식점,중국식,제주특별자치도 제주시 한경면 저지리 1849-3번지,"제주특별자치도 제주시 한경면 중산간서로 3679, 1층",33.3330032,126.2562556
3357,애월집,일반음식점,한식,제주특별자치도 제주시 애월읍 구엄리 1258-5번지,"제주특별자치도 제주시 애월읍 애월해안로 690, 지하1층",33.4819763,126.3755662
3358,1992감성포차,일반음식점,기타,제주특별자치도 제주시 한림읍 한림리 1121-1,"제주특별자치도 제주시 한림읍 한림남1길 1, 2층",33.4127024,126.2652021
3359,바로족발보쌈별관,일반음식점,식육(숯불구이),제주특별자치도 제주시 노형동 748-9,"제주특별자치도 제주시 진군중길 3, 1층 (노형동)",33.4784943,126.4796331
3360,제대국수집,일반음식점,호프/통닭,제주특별자치도 제주시 아라이동 35-19,"제주특별자치도 제주시 제주대학로 105-1, 2층 (아라이동)",33.4603145,126.5611287
3361,제주특별자치도제주의료원,일반음식점,기타,제주특별자치도 제주시 아라일동 4-17,제주특별자치도 제주시 산천단남길 10 (아라일동),33.4449393,126.5608324
3362,광주생각,일반음식점,기타,"제주특별자치도 제주시 일도이동 132-44 서반아파트 101, 102호","제주특별자치도 제주시 고마로 21 (일도이동,서반아파트 101, 102호)",33.5123617,126.5386620
3363,가리본가본점,일반음식점,기타,제주특별자치도 제주시 연동 2326-7,제주특별자치도 제주시 성신로1길 17 (연동),33.4916237,126.4873538
3364,토크박스중흥점,일반음식점,호프/통닭,제주특별자치도 제주시 노형동 762-8번지 (한라대학로111),"제주특별자치도 제주시 한라대학로 99 (노형동,(한라대학로111))",33.4765262,126.4807014
3365,봄이네해바라기,일반음식점,한식,제주특별자치도 제주시 삼도이동 925-1 제2호(1층),"제주특별자치도 제주시 중앙로14길 24 (삼도이동, 제2호)",33.5112370,126.5217598
3366,탄탄흑돈양꼬치,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 1314-2,"제주특별자치도 제주시 한림읍 한림로 687, 1층",33.4161080,126.2649255
3367,장모술상,일반음식점,식육(숯불구이),제주특별자치도 제주시 외도일동 550-5 (1층),제주특별자치도 제주시 우정로11길 14 (외도일동),33.4876735,126.4323686
3368,알돈가,일반음식점,한식,제주특별자치도 제주시 한경면 저지리 3174,"제주특별자치도 제주시 한경면 연명로 543, 제1동 1층",33.3167785,126.2673227
3369,마리나스크린골프구내,일반음식점,기타,제주특별자치도 제주시 연동 300-1,"제주특별자치도 제주시 연삼로 38, 지하1층 (연동)",33.4933100,126.4964185
3370,곱창스튜디오,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 1314-118번지,"제주특별자치도 제주시 한림읍 한림로19길 10, 1층",33.4172046,126.2637197
3371,감귤향기,일반음식점,기타,제주특별자치도 제주시 한경면 두모리 27,"제주특별자치도 제주시 한경면 두조로 309, 1층",33.3400674,126.2157290
3372,테우,일반음식점,횟집,제주특별자치도 제주시 조천읍 함덕리 3139번지 외1필지(3139-1),제주특별자치도 제주시 조천읍 조함해안로 418,33.5461906,126.6603566
3373,문앤스타포차,일반음식점,호프/통닭,제주특별자치도 제주시 노형동 2615-8 (수덕2로 38),"제주특별자치도 제주시 수덕11길 34 (노형동,(수덕2로 38))",33.4861942,126.4730976
3374,기리시마,일반음식점,식육(숯불구이),제주특별자치도 제주시 아라일동 2605-8번지 외3필지 제1호(1층),"제주특별자치도 제주시 구산로 3, 1층 (아라일동)",33.4843388,126.5362822
3375,춤추는닭치킨,일반음식점,한식,제주특별자치도 제주시 오라일동 2442-12번지 (1층),"제주특별자치도 제주시 서광로2길 5-14 (오라일동,(1층))",33.4992414,126.5139322
3376,주식회사 숙성도,일반음식점,식육(숯불구이),제주특별자치도 제주시 노형동 941-2,제주특별자치도 제주시 원노형로 41 (노형동),33.4850285,126.4850251
3377,밥밥디라라봉개점,일반음식점,통닭(치킨),제주특별자치도 제주시 봉개동 1948,제주특별자치도 제주시 번영로 470 (봉개동),33.4914632,126.5922187
3378,대영,일반음식점,식육(숯불구이),제주특별자치도 제주시 이도일동 1349-53번지,제주특별자치도 제주시 관덕로14길 6 (이도일동),33.5124770,126.5263420
3379,또오라이,일반음식점,호프/통닭,제주특별자치도 제주시 이도이동 1778-4,제주특별자치도 제주시 광양8길 15 (이도이동),33.4996720,126.5279120
3380,우도숯불갈비,일반음식점,한식,제주특별자치도 제주시 우도면 연평리 1404-10번지,제주특별자치도 제주시 우도면 우도로 184,33.5084142,126.9536434
3381,스시궁,일반음식점,한식,제주특별자치도 제주시 노형동 1296-3,"제주특별자치도 제주시 도령로 11, 2층 (노형동)",33.4870503,126.4805092
3382,소백산능이묵밥,일반음식점,한식,제주특별자치도 제주시 삼도이동 1240-1,"제주특별자치도 제주시 중앙로24길 21, 1층 (삼도이동)",33.5058245,126.5228944
3383,일도해장국,일반음식점,한식,제주특별자치도 제주시 일도이동 85,"제주특별자치도 제주시 태성로2길 2, 1층 (일도이동)",33.4994782,126.5452353
3384,요요,일반음식점,한식,제주특별자치도 제주시 삼도일동 584-1번지,"제주특별자치도 제주시 서광로 262, 2층 (삼도일동)",33.4996633,126.5244953
3385,아방도르다,일반음식점,한식,제주특별자치도 제주시 한경면 신창리 409-1,"제주특별자치도 제주시 한경면 두신로 68, 1층",33.3489827,126.1827374
3386,제주통시,일반음식점,기타,제주특별자치도 제주시 아라일동 2408-12,"제주특별자치도 제주시 구산로 30, 1층 (아라일동)",33.4831002,126.5385104
3387,용담술퍼마켓,일반음식점,한식,제주특별자치도 제주시 용담일동 253-10,"제주특별자치도 제주시 남성로11길 6, 1층 (용담일동)",33.5057299,126.5132329
3388,들녘에,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕리 908-6번지,"제주특별자치도 제주시 조천읍 일주동로 1214-9, 1층",33.5363578,126.6700868
3389,제주한우곱창,일반음식점,식육(숯불구이),제주특별자치도 제주시 연동 308-10,"제주특별자치도 제주시 신대로 165, 1층 (연동)",33.4823727,126.4966352
3390,하늘사랑채가든,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀1리 215-1,"제주특별자치도 제주시 애월읍 하귀동남2길 25, 1층",33.4810772,126.4128309
3391,백년가야밀면,일반음식점,한식,제주특별자치도 제주시 구좌읍 평대리 151-1,"제주특별자치도 제주시 구좌읍 일주동로 3111, 1층",33.5233147,126.8522754
3392,한라축산정육식당제주흑돼지한우한림협재애월점,일반음식점,식육(숯불구이),제주특별자치도 제주시 한림읍 동명리 1616,"제주특별자치도 제주시 한림읍 한림상로 84, B동 1층",33.4080770,126.2629466
3393,고기서고기,일반음식점,한식,제주특별자치도 제주시 일도이동 1025-6,"제주특별자치도 제주시 신산로 19-1, 1층 (일도이동)",33.5114897,126.5318713
3394,개성회관,일반음식점,중국식,제주특별자치도 제주시 용담삼동 1032-7번지,"제주특별자치도 제주시 용해로 17, 1~2층 (용담삼동)",33.5156670,126.5027652
3395,툇마루,일반음식점,한식,제주특별자치도 제주시 노형동 938-11,제주특별자치도 제주시 원노형로 48 (노형동),33.4843491,126.4846851
3396,동천관광,일반음식점,한식,제주특별자치도 제주시 조천읍 교래리 781-1번지 (1층),제주특별자치도 제주시 조천읍 명림로 655-99,33.4325305,126.6427827
3397,긴꼬리딱새,일반음식점,통닭(치킨),제주특별자치도 제주시 노형동 2588-2,"제주특별자치도 제주시 수덕9길 86-8, 1층 (노형동)",33.4833273,126.4696896
3398,온유,일반음식점,한식,제주특별자치도 제주시 이도이동 1185-16,"제주특별자치도 제주시 신성로13길 29, 1층 (이도이동)",33.4977580,126.5304440
3399,노래하는숲,일반음식점,기타,제주특별자치도 제주시 애월읍 광령리 2343-2번지 외1필지(1층),제주특별자치도 제주시 애월읍 광령2길 17-22,33.4564098,126.4333669
3400,맘스터치연삼로점,일반음식점,패스트푸드,제주특별자치도 제주시 이도이동 413번지,"제주특별자치도 제주시 연삼로 503, 1층 (이도이동)",33.5006796,126.5430172
3401,올디너리,일반음식점,한식,제주특별자치도 제주시 이도이동 1770-12번지,"제주특별자치도 제주시 서광로28길 21-1, 1층 (이도이동)",33.4987487,126.5273396
3402,둥이네고깃집베라체점,일반음식점,기타,제주특별자치도 제주시 이도이동 1961-2,"제주특별자치도 제주시 신설로9길 12-5, 1층 (이도이동)",33.4938514,126.5459446
3403,순곱이네일도점,일반음식점,한식,제주특별자치도 제주시 일도이동 49-4번지 유성빌딩,"제주특별자치도 제주시 고마로 135, 유성빌딩 1층 (일도이동)",33.5025820,126.5428906
3404,진카페,일반음식점,까페,제주특별자치도 제주시 노형동 2576-5번지,"제주특별자치도 제주시 달마루길 22, 지하1층 (노형동)",33.4899232,126.4738213
3405,청수물영농조합법인(카페청수리),일반음식점,한식,제주특별자치도 제주시 한경면 청수리 113-2,제주특별자치도 제주시 한경면 연명로 344,33.3020202,126.2588994
3406,참갈비마루,일반음식점,식육(숯불구이),제주특별자치도 제주시 일도이동 325,제주특별자치도 제주시 고마로9길 26 (일도이동),33.5107503,126.5417527
3407,공간키친,일반음식점,까페,제주특별자치도 제주시 이도이동 1768-3번지,제주특별자치도 제주시 신성로13길 13-1 (이도이동),33.4989484,126.5295971
3408,도련님,일반음식점,한식,제주특별자치도 제주시 삼양이동 2135-8,제주특별자치도 제주시 일주동로 375 (삼양이동),33.5212839,126.5851139
3409,자매네,일반음식점,한식,제주특별자치도 제주시 삼도이동 1160-6번지,제주특별자치도 제주시 무근성길 20 (삼도이동),33.5164651,126.5190114
