,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
19073,유미쿠킹스튜디오,휴게음식점,커피숍,제주특별자치도 제주시 도련일동 1769-11,"제주특별자치도 제주시 도련3길 74, 1층 (도련일동)",33.5118565,126.5887294
19074,선비꼬마김밥제주1호노형점,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 2578-7,"제주특별자치도 제주시 달마루길 10-1, 1층 (노형동)",33.4892528,126.4747882
19075,소복이눈꽃빙수,휴게음식점,아이스크림,제주특별자치도 제주시 노형동 726-1 M&J 복합빌딩,"제주특별자치도 제주시 연북로 48, M&J 복합빌딩 1층 101호 (노형동)",33.4815880,126.4864284
19076,탐나는재주,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 세화리 1366-3,"제주특별자치도 제주시 구좌읍 세화12길 1, 3층",33.5208422,126.8592749
19077,스윗로그,휴게음식점,커피숍,제주특별자치도 제주시 삼양이동 2181-7,"제주특별자치도 제주시 일주동로 386, 1층 (삼양이동)",33.5210015,126.5862270
19078,레프트핸더,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 상도리 471-25,"제주특별자치도 제주시 구좌읍 상도북2길 17-12, 1층",33.5201854,126.8649908
19079,헬시마켓,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 세화리 1477-15 세화팬션 숨비,"제주특별자치도 제주시 구좌읍 해맞이해안로 1460, 세화팬션 숨비 1층",33.5243804,126.8613354
19080,지에스25아라인다점,휴게음식점,편의점,제주특별자치도 제주시 아라일동 6122,"제주특별자치도 제주시 인다10길 42, 1층 (아라일동)",33.4742669,126.5501190
19081,빈스킹,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1970-18,"제주특별자치도 제주시 신설로2길 1-3, 1층 (이도이동)",33.4939966,126.5414435
19082,입말음식제주패스트푸드,휴게음식점,패스트푸드,제주특별자치도 제주시 일도일동 1431,"제주특별자치도 제주시 관덕로 44, 소통협력센터 1층 (일도일동)",33.5128353,126.5239304
19083,카페써티에잇,휴게음식점,커피숍,제주특별자치도 제주시 노형동 1534 제주한라대학교 1층 신관동,"제주특별자치도 제주시 한라대학로 38, 제주한라대학교 신관동 1층 (노형동)",33.4771279,126.4753953
19084,세븐일레븐제주펠리체점,휴게음식점,편의점,제주특별자치도 제주시 연동 1964-3 연동 펠리체,"제주특별자치도 제주시 도령로 73, 1층 102호 (연동, 연동 펠리체)",33.4900980,126.4859299
19085,이아,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 하도리 730-1,"제주특별자치도 제주시 구좌읍 하도7길 57, 1~2층",33.5156977,126.8894664
19086,더스테이블,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6108-8,"제주특별자치도 제주시 인다5길 10, 1층 (아라일동)",33.4761356,126.5474809
19087,나나쉬폰,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6089-2,"제주특별자치도 제주시 아란9길 10-3, 1층 (아라일동)",33.4727779,126.5442763
19088,이디야커피제주하귀점,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀1리 156-1 입곱별,"제주특별자치도 제주시 애월읍 하귀9길 29, 입곱별 1층",33.4846203,126.4162275
19089,고사리커피,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 송당리 1152-2,"제주특별자치도 제주시 구좌읍 중산간동로 2064, 1층",33.4733383,126.7640757
19090,발루다(주),휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 평대리 3204-3,"제주특별자치도 제주시 구좌읍 비자림로 2270, 제1동 1층",33.4959622,126.8114107
19091,아로제,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 3799-7,"제주특별자치도 제주시 노형7길 3-5, 1층 (노형동)",33.4807892,126.4773660
19092,타임바이어,휴게음식점,커피숍,제주특별자치도 제주시 노형동 2595-1,"제주특별자치도 제주시 정존1길 19, 1층 (노형동)",33.4823962,126.4714759
19093,소랑한담,휴게음식점,일반조리판매,제주특별자치도 제주시 애월읍 애월리 2527-14,"제주특별자치도 제주시 애월읍 애월로1길 24-5, 2층",33.4631532,126.3100997
19094,하맨,휴게음식점,일반조리판매,제주특별자치도 제주시 도남동 913,"제주특별자치도 제주시 서광로26길 25, 1층 (도남동)",33.4976212,126.5247342
19095,제주종이가게,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 신촌리 1916-1,"제주특별자치도 제주시 조천읍 신촌7길 30, 1층",33.5365904,126.6221394
19096,만복반미,휴게음식점,패스트푸드,제주특별자치도 제주시 노형동 2589-2,"제주특별자치도 제주시 수덕9길 82-4, 1층 (노형동)",33.4833565,126.4701937
19097,우도랑,휴게음식점,커피숍,제주특별자치도 제주시 우도면 연평리 2466,"제주특별자치도 제주시 우도면 우도해안길 322, 1~2층",33.5070323,126.9426836
19098,도어스오픈,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 평대리 2895-1,"제주특별자치도 제주시 구좌읍 비자림로 2281-43, 1층",33.4980663,126.8159108
19099,한국맥도날드유한회사제주도남DT점,휴게음식점,패스트푸드,제주특별자치도 제주시 도남동 419,"제주특별자치도 제주시 연북로 434, 1~2층 (도남동)",33.4802091,126.5278760
19100,플레이팅제주대병원점,휴게음식점,일반조리판매,제주특별자치도 제주시 아라일동 1753-3 제주대학교병원,"제주특별자치도 제주시 아란13길 15, 제주대학교병원 지하2층 (아라일동)",33.4671105,126.5452109
19101,피프스페이스,휴게음식점,커피숍,제주특별자치도 제주시 용담이동 358-29,"제주특별자치도 제주시 흥운길 25-3, 1층 (용담이동)",33.5113559,126.5113479
19102,메고지고떡창고이도점,휴게음식점,떡카페,제주특별자치도 제주시 이도이동 1957-6,"제주특별자치도 제주시 신설로9길 26-13, 1층 101호 (이도이동)",33.4935475,126.5467872
19103,블랑,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 광령리 53-1,"제주특별자치도 제주시 애월읍 중산간서로 6703, 1층",33.4614722,126.4443005
19104,갤러리카페꽃담,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 신엄리 2922-2,"제주특별자치도 제주시 애월읍 부룡수길 51-11, 1층",33.4754038,126.3571538
19105,제주소품샵올망,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 봉성리 3952-8,"제주특별자치도 제주시 애월읍 어도봉남길 27, 1층",33.4160365,126.3028088
19106,씨유제주곽지로드점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 곽지리 1495-1,"제주특별자치도 제주시 애월읍 일주서로 6078, 1층",33.4531195,126.3093162
19107,씨유제주외도초교점,휴게음식점,편의점,제주특별자치도 제주시 외도이동 234-23,"제주특별자치도 제주시 일주서로 7360, 1층 (외도이동)",33.4934133,126.4335163
19108,더벤티제주대학교점,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 1 제주대학교,"제주특별자치도 제주시 제주대학로 102, 제주대학교 3층 (아라일동)",33.4559020,126.5623921
19109,세븐일레븐제주아란길점,휴게음식점,편의점,제주특별자치도 제주시 아라일동 6092-1,"제주특별자치도 제주시 아란7길 1, 1층 (아라일동)",33.4742321,126.5452128
19110,카페클레이,휴게음식점,커피숍,제주특별자치도 제주시 노형동 1288-1,"제주특별자치도 제주시 월랑로 3, 1층 (노형동)",33.4864768,126.4784822
19111,에이바우트커피중앙여고점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1986-2,"제주특별자치도 제주시 중앙로 371, 1층 (이도이동)",33.4891999,126.5394551
19112,아델,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 유수암리 1038-12,"제주특별자치도 제주시 애월읍 유수암평화5길 29, 1층",33.4241001,126.4055267
19113,흐림,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 선흘리 2497-13,"제주특별자치도 제주시 조천읍 중산간동로 1244, 1층",33.5109126,126.7014186
19114,빽다방제주평화로에스케이점,휴게음식점,커피숍,제주특별자치도 제주시 해안동 2171,"제주특별자치도 제주시 노형로 121, 1층 (해안동)",33.4675150,126.4572561
19115,웨이포인트,휴게음식점,커피숍,제주특별자치도 제주시 이도일동 1245-3,"제주특별자치도 제주시 동광로 39, 2층 (이도일동)",33.5026364,126.5328390
19116,금능팬케이크하우스,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 금능리 1462,"제주특별자치도 제주시 한림읍 금능6길 19, 1층",33.3885783,126.2312842
19117,굽네치킨제주도평점,휴게음식점,일반조리판매,제주특별자치도 제주시 도평동 354,"제주특별자치도 제주시 우평로 88, 제2동 1층 (도평동)",33.4797468,126.4565478
19118,비케이브,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 선흘리 161-6,"제주특별자치도 제주시 조천읍 동백로 122, 1층",33.5084079,126.7199603
19119,아는스튜디오카페,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 월정리 23,"제주특별자치도 제주시 구좌읍 월정7길 28-15, 2층",33.5544839,126.7975350
19120,썸오브어스커피,휴게음식점,커피숍,제주특별자치도 제주시 용담일동 243-11,"제주특별자치도 제주시 서문로 8, 1층 (용담일동)",33.5093197,126.5124685
19121,제라진마카롱,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀1리 117-1,"제주특별자치도 제주시 애월읍 하귀9길 2, 1층 117호",33.4864159,126.4145637
19122,지에스25관덕정점,휴게음식점,편의점,제주특별자치도 제주시 삼도이동 989-1,제주특별자치도 제주시 관덕로 17 (삼도이동),33.5133032,126.5210452
19123,세븐일레븐제주용담현대점,휴게음식점,편의점,제주특별자치도 제주시 용담이동 594-2,"제주특별자치도 제주시 용담로 50-1, 1층 (용담이동)",33.5127557,126.5081206
19124,오션컬러,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 함덕리 3294 메르빌,"제주특별자치도 제주시 조천읍 조함해안로 378, 메르빌 1층",33.5477953,126.6568189
19125,카페달,휴게음식점,커피숍,제주특별자치도 제주시 오라일동 2454,"제주특별자치도 제주시 서사로 179, 1층 (오라일동)",33.4962473,126.5199484
19126,다행,휴게음식점,커피숍,제주특별자치도 제주시 일도이동 53,"제주특별자치도 제주시 연수로4길 20, 1층 (일도이동)",33.5035422,126.5449236
19127,지에스25연동가락점,휴게음식점,편의점,제주특별자치도 제주시 연동 273-30,"제주특별자치도 제주시 연동9길 26, 1층 (연동)",33.4874865,126.4918170
19128,고재로스팅,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 함덕리 2857,"제주특별자치도 제주시 조천읍 함대로 37-26, 1층",33.5401574,126.6594567
19129,제주흙집,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 함덕리 2162,"제주특별자치도 제주시 조천읍 함대로 232, 나동 1층",33.5240258,126.6586223
19130,제주템페랩협동조합,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 선흘리 2647-1,"제주특별자치도 제주시 조천읍 선흘동1길 31-23, 에이동 1층",33.5145246,126.7017330
19131,스타벅스제주공항DT점,휴게음식점,커피숍,제주특별자치도 제주시 용담이동 2754-1,"제주특별자치도 제주시 월성로 42, 1~2층 (용담이동)",33.5006303,126.5053287
19132,해녀삼춘,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 김녕리 4074-2,"제주특별자치도 제주시 구좌읍 김녕항1길 50-11, 2층",33.5582075,126.7404354
19133,스트롱베리,휴게음식점,커피숍,제주특별자치도 제주시 삼도이동 28-4,"제주특별자치도 제주시 관덕로7길 14, 1층 (삼도이동)",33.5144505,126.5231438
19134,영영상점연동38호상점,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 357 연오빌라,"제주특별자치도 제주시 연오로 95, 101호 (연동, 연오빌라)",33.4846814,126.5017641
19135,베러먼데이노형주민센터점,휴게음식점,커피숍,제주특별자치도 제주시 노형동 3789-5,"제주특별자치도 제주시 노형11길 18, 1층 (노형동)",33.4833848,126.4776756
19136,포케올데이제주삼화점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 화북일동 1004-3,"제주특별자치도 제주시 화삼북로 36, 1층 (화북일동)",33.5170743,126.5767100
19137,델문도커피김녕,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 김녕리 462-15,"제주특별자치도 제주시 구좌읍 해맞이해안로 140, 1~2층",33.5634021,126.7683878
19138,카페치즈태비,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 행원리 610,"제주특별자치도 제주시 구좌읍 행원로7길 18-9, 가~나동",33.5551467,126.8078672
19139,씨유제주도두교차로점,휴게음식점,편의점,제주특별자치도 제주시 도두일동 2314,제주특별자치도 제주시 일주서로 7705 (도두일동),33.4942031,126.4697948
